utc_time,x_error (m),y_error  (m),z_error (m),satclockerror (m),hour,minute,dow,doy,hour_sin,hour_cos,doy_sin,doy_cos
2025-09-02 03:30:00,-1.1257765107002824,-0.2027596228122497,0.5954465277303804,-0.412365478055092,3,30,1,245,0.7071067811865476,0.7071067811865476,-0.8800122039735356,-0.4749510720670502
2025-09-02 03:45:00,-1.1026340047527194,-0.1756962179844774,0.6235283997927313,-0.4096064904811536,3,45,1,245,0.7071067811865476,0.7071067811865476,-0.8800122039735356,-0.4749510720670502
2025-09-02 04:00:00,-1.0794914988051565,-0.1486328131567052,0.6516102718550825,-0.4068475029072144,4,0,1,245,0.8660254037844386,0.5000000000000001,-0.8800122039735356,-0.4749510720670502
2025-09-02 04:15:00,-1.0563489928575929,-0.1215694083289329,0.6796921439174335,-0.404088515333276,4,15,1,245,0.8660254037844386,0.5000000000000001,-0.8800122039735356,-0.4749510720670502
2025-09-02 04:30:00,-1.03320648691003,-0.0945060035011606,0.7077740159797846,-0.4013295277593366,4,30,1,245,0.8660254037844386,0.5000000000000001,-0.8800122039735356,-0.4749510720670502
2025-09-02 04:45:00,-1.0100639809624663,-0.0674425986733882,0.7358558880421356,-0.3985705401853983,4,45,1,245,0.8660254037844386,0.5000000000000001,-0.8800122039735356,-0.4749510720670502
2025-09-02 05:00:00,-0.9869214750149036,-0.0403791938456159,0.7639377601044868,-0.3958115526114589,5,0,1,245,0.9659258262890683,0.25881904510252074,-0.8800122039735356,-0.4749510720670502
2025-09-02 05:15:00,-0.96377896906734,-0.0133157890178436,0.7920196321668379,-0.3930525650375197,5,15,1,245,0.9659258262890683,0.25881904510252074,-0.8800122039735356,-0.4749510720670502
2025-09-02 05:30:00,-0.9406364631197772,0.0137476158099286,0.8201015042291888,-0.3902935774635813,5,30,1,245,0.9659258262890683,0.25881904510252074,-0.8800122039735356,-0.4749510720670502
2025-09-02 05:45:00,-0.9174939571722136,0.0408110206377008,0.84818337629154,-0.387534589889642,5,45,1,245,0.9659258262890683,0.25881904510252074,-0.8800122039735356,-0.4749510720670502
2025-09-02 06:00:00,-0.8943514512246507,0.0678744254654733,0.876265248353891,-0.3847756023157036,6,0,1,245,1.0,6.123233995736766e-17,-0.8800122039735356,-0.4749510720670502
2025-09-02 06:15:00,-0.8712089452770877,0.0949378302932455,0.904347120416242,-0.3820166147417643,6,15,1,245,1.0,6.123233995736766e-17,-0.8800122039735356,-0.4749510720670502
2025-09-02 06:30:00,-0.8480664393295242,0.1220012351210176,0.9324289924785932,-0.3792576271678259,6,30,1,245,1.0,6.123233995736766e-17,-0.8800122039735356,-0.4749510720670502
2025-09-02 06:45:00,-0.8249239333819608,0.1490646399487899,0.9605108645409444,-0.3764986395938867,6,45,1,245,1.0,6.123233995736766e-17,-0.8800122039735356,-0.4749510720670502
2025-09-02 07:00:00,-0.8017814274343978,0.1761280447765623,0.9885927366032954,-0.3737396520199473,7,0,1,245,0.9659258262890683,-0.25881904510252063,-0.8800122039735356,-0.4749510720670502
2025-09-02 07:15:00,-0.7786389214868348,0.2031914496043344,1.0166746086656464,-0.3709806644460089,7,15,1,245,0.9659258262890683,-0.25881904510252063,-0.8800122039735356,-0.4749510720670502
2025-09-02 07:30:00,-0.7554964155392718,0.2302548544321069,1.0447564807279974,-0.3682216768720697,7,30,1,245,0.9659258262890683,-0.25881904510252063,-0.8800122039735356,-0.4749510720670502
2025-09-02 07:45:00,-0.7323539095917084,0.2573182592598793,1.072838352790349,-0.3654626892981312,7,45,1,245,0.9659258262890683,-0.25881904510252063,-0.8800122039735356,-0.4749510720670502
2025-09-02 08:00:00,-0.709211403644145,0.2843816640876514,1.1009202248526997,-0.362703701724192,8,0,1,245,0.8660254037844387,-0.4999999999999998,-0.8800122039735356,-0.4749510720670502
2025-09-02 08:15:00,-0.686068897696582,0.3114450689154239,1.1290020969150507,-0.3599447141502536,8,15,1,245,0.8660254037844387,-0.4999999999999998,-0.8800122039735356,-0.4749510720670502
2025-09-02 08:30:00,-0.662926391749019,0.338508473743196,1.157083968977402,-0.3571857265763143,8,30,1,245,0.8660254037844387,-0.4999999999999998,-0.8800122039735356,-0.4749510720670502
2025-09-02 08:45:00,-0.6397838858014555,0.3655718785709684,1.1851658410397528,-0.354426739002375,8,45,1,245,0.8660254037844387,-0.4999999999999998,-0.8800122039735356,-0.4749510720670502
2025-09-02 09:00:00,-0.6166413798538921,0.3926352833987409,1.2132477131021038,-0.3516677514284366,9,0,1,245,0.7071067811865476,-0.7071067811865475,-0.8800122039735356,-0.4749510720670502
2025-09-02 09:15:00,-0.5934988739063292,0.4196986882265129,1.241329585164455,-0.3489087638544973,9,15,1,245,0.7071067811865476,-0.7071067811865475,-0.8800122039735356,-0.4749510720670502
2025-09-02 09:30:00,-0.5703563679587661,0.4467620930542854,1.269411457226806,-0.3461497762805589,9,30,1,245,0.7071067811865476,-0.7071067811865475,-0.8800122039735356,-0.4749510720670502
2025-09-02 09:45:00,-0.5472138620112027,0.4738254978820577,1.2974933292891573,-0.3433907887066196,9,45,1,245,0.7071067811865476,-0.7071067811865475,-0.8800122039735356,-0.4749510720670502
2025-09-02 10:00:00,-0.5240713560636393,0.50088890270983,1.325575201351508,-0.3406318011326812,10,0,1,245,0.49999999999999994,-0.8660254037844387,-0.8800122039735356,-0.4749510720670502
2025-09-02 10:15:00,-0.5009288501160764,0.5279523075376024,1.353657073413859,-0.337872813558742,10,15,1,245,0.49999999999999994,-0.8660254037844387,-0.8800122039735356,-0.4749510720670502
2025-09-02 10:30:00,-0.4777863441685133,0.5550157123653745,1.3817389454762103,-0.3351138259848026,10,30,1,245,0.49999999999999994,-0.8660254037844387,-0.8800122039735356,-0.4749510720670502
2025-09-02 10:45:00,-0.4546438382209499,0.5820791171931469,1.4098208175385616,-0.3323548384108643,10,45,1,245,0.49999999999999994,-0.8660254037844387,-0.8800122039735356,-0.4749510720670502
2025-09-02 11:00:00,-0.4315013322733866,0.6091425220209192,1.4379026896009126,-0.3295958508369249,11,0,1,245,0.258819045102521,-0.9659258262890682,-0.8800122039735356,-0.4749510720670502
2025-09-02 11:15:00,-0.4083588263258236,0.6362059268486915,1.4659845616632636,-0.3268368632629866,11,15,1,245,0.258819045102521,-0.9659258262890682,-0.8800122039735356,-0.4749510720670502
2025-09-02 11:30:00,-0.3852163203782602,0.6632693316764638,1.4940664337256149,-0.3240778756890473,11,30,1,245,0.258819045102521,-0.9659258262890682,-0.8800122039735356,-0.4749510720670502
2025-09-02 11:45:00,-0.362073814430697,0.6903327365042362,1.522148305787966,-0.3213188881151089,11,45,1,245,0.258819045102521,-0.9659258262890682,-0.8800122039735356,-0.4749510720670502
2025-09-02 12:00:00,-0.338931308483134,0.7173961413320084,1.550230177850317,-0.3185599005411696,12,0,1,245,1.2246467991473532e-16,-1.0,-0.8800122039735356,-0.4749510720670502
2025-09-02 12:15:00,-0.3157888025355706,0.7444595461597808,1.5783120499126675,-0.3158009129672303,12,15,1,245,1.2246467991473532e-16,-1.0,-0.8800122039735356,-0.4749510720670502
2025-09-02 12:30:00,-0.2926462965880074,0.771522950987553,1.606393921975019,-0.3130419253932919,12,30,1,245,1.2246467991473532e-16,-1.0,-0.8800122039735356,-0.4749510720670502
2025-09-02 12:45:00,-0.2695037906404444,0.7985863558153253,1.63447579403737,-0.3102829378193526,12,45,1,245,1.2246467991473532e-16,-1.0,-0.8800122039735356,-0.4749510720670502
2025-09-02 13:00:00,-0.2463612846928814,0.8256497606430977,1.6625576660997212,-0.3075239502454142,13,0,1,245,-0.2588190451025208,-0.9659258262890683,-0.8800122039735356,-0.4749510720670502
2025-09-02 13:15:00,-0.2232187787453182,0.8527131654708698,1.6906395381620722,-0.3047649626714749,13,15,1,245,-0.2588190451025208,-0.9659258262890683,-0.8800122039735356,-0.4749510720670502
2025-09-02 13:30:00,-0.2000762727977547,0.8797765702986423,1.718721410224423,-0.3020059750975365,13,30,1,245,-0.2588190451025208,-0.9659258262890683,-0.8800122039735356,-0.4749510720670502
2025-09-02 13:45:00,-0.1769337668501917,0.9068399751264145,1.7468032822867745,-0.2992469875235972,13,45,1,245,-0.2588190451025208,-0.9659258262890683,-0.8800122039735356,-0.4749510720670502
2025-09-02 14:00:00,-0.1537912609026285,0.933903379954187,1.7748851543491253,-0.2964879999496579,14,0,1,245,-0.4999999999999997,-0.8660254037844388,-0.8800122039735356,-0.4749510720670502
2025-09-02 14:15:00,-0.1306487549550651,0.9609667847819592,1.8029670264114763,-0.2937290123757196,14,15,1,245,-0.4999999999999997,-0.8660254037844388,-0.8800122039735356,-0.4749510720670502
2025-09-02 14:30:00,-0.1075062490075021,0.9880301896097314,1.831048898473828,-0.2909700248017802,14,30,1,245,-0.4999999999999997,-0.8660254037844388,-0.8800122039735356,-0.4749510720670502
2025-09-02 14:45:00,-0.0843637430599389,1.015093594437504,1.8591307705361784,-0.2882110372278419,14,45,1,245,-0.4999999999999997,-0.8660254037844388,-0.8800122039735356,-0.4749510720670502
2025-09-02 15:00:00,-0.0612212371123755,1.0421569992652762,1.8872126425985296,-0.2854520496539026,15,0,1,245,-0.7071067811865471,-0.7071067811865479,-0.8800122039735356,-0.4749510720670502
2025-09-02 15:15:00,-0.0380787311648125,1.0692204040930484,1.9152945146608809,-0.2826930620799642,15,15,1,245,-0.7071067811865471,-0.7071067811865479,-0.8800122039735356,-0.4749510720670502
2025-09-02 15:30:00,-0.0149362252172492,1.0962838089208204,1.943376386723232,-0.2799340745060249,15,30,1,245,-0.7071067811865471,-0.7071067811865479,-0.8800122039735356,-0.4749510720670502
2025-09-02 15:45:00,0.0082062807303136,1.1233472137485931,1.9714582587855831,-0.2771750869320856,15,45,1,245,-0.7071067811865471,-0.7071067811865479,-0.8800122039735356,-0.4749510720670502
2025-09-02 16:00:00,0.0313487866778771,1.1504106185763652,1.999540130847934,-0.2744160993581472,16,0,1,245,-0.8660254037844385,-0.5000000000000004,-0.8800122039735356,-0.4749510720670502
2025-09-02 16:15:00,0.0544912926254403,1.1774740234041374,2.027622002910285,-0.271657111784208,16,15,1,245,-0.8660254037844385,-0.5000000000000004,-0.8800122039735356,-0.4749510720670502
2025-09-02 16:30:00,0.0776337985730033,1.20453742823191,2.055703874972636,-0.2688981242102695,16,30,1,245,-0.8660254037844385,-0.5000000000000004,-0.8800122039735356,-0.4749510720670502
2025-09-02 16:45:00,0.1007763045205667,1.2316008330596822,2.0837857470349874,-0.2661391366363302,16,45,1,245,-0.8660254037844385,-0.5000000000000004,-0.8800122039735356,-0.4749510720670502
2025-09-02 17:00:00,0.1007763045205667,1.2316008330596822,2.111867619097338,-0.2661391366363302,17,0,1,245,-0.9659258262890683,-0.25881904510252063,-0.8800122039735356,-0.4749510720670502
2025-09-02 17:15:00,0.0492376676235765,1.116333133793755,2.1418218404994023,-0.8677431877273388,17,15,1,245,-0.9659258262890683,-0.25881904510252063,-0.8800122039735356,-0.4749510720670502
2025-09-02 17:30:00,-0.0254434752209764,0.9740020297000556,2.171776061901467,-1.472106226392286,17,30,1,245,-0.9659258262890683,-0.25881904510252063,-0.8800122039735356,-0.4749510720670502
2025-09-02 17:45:00,-0.10012461806553,0.8316709256063561,2.201730283303532,-2.076469265057233,17,45,1,245,-0.9659258262890683,-0.25881904510252063,-0.8800122039735356,-0.4749510720670502
2025-09-02 18:00:00,-0.1748057609100834,0.6893398215126569,2.202876853034016,-2.68083230372218,18,0,1,245,-1.0,-1.8369701987210297e-16,-0.8800122039735356,-0.4749510720670502
2025-09-02 18:15:00,-0.4549467415846375,0.5786506906434992,2.202876853034016,-2.707426096495189,18,15,1,245,-1.0,-1.8369701987210297e-16,-0.8800122039735356,-0.4749510720670502
2025-09-02 18:30:00,-0.7350877222591921,0.4679615597743414,2.1740692013624363,-2.734019889268198,18,30,1,245,-1.0,-1.8369701987210297e-16,-0.8800122039735356,-0.4749510720670502
2025-09-02 18:45:00,-1.015228702933746,0.3572724289051838,2.145261549690857,-2.760613682041208,18,45,1,245,-1.0,-1.8369701987210297e-16,-0.8800122039735356,-0.4749510720670502
2025-09-02 19:00:00,-1.2953696836083002,0.2465832980360262,2.116453898019277,-2.760613682041208,19,0,1,245,-0.9659258262890684,0.2588190451025203,-0.8800122039735356,-0.4749510720670502
2025-09-02 19:15:00,-1.366828288820556,0.1929598334669709,1.95404394909,-1.0032406788491723,19,15,1,245,-0.9659258262890684,0.2588190451025203,-0.8800122039735356,-0.4749510720670502
2025-09-02 19:30:00,-1.4382868940328122,0.1393363688979155,1.791634000160723,0.7807261171158716,19,30,1,245,-0.9659258262890684,0.2588190451025203,-0.8800122039735356,-0.4749510720670502
2025-09-02 19:45:00,-1.509745499245068,0.0857129043288602,1.6292240512314458,2.5646929130809166,19,45,1,245,-0.9659258262890684,0.2588190451025203,-0.8800122039735356,-0.4749510720670502
2025-09-02 20:00:00,-1.5812041044573242,0.0320894397598049,1.4668141023021686,3.5092234870090198,20,0,1,245,-0.8660254037844386,0.5000000000000001,-0.8800122039735356,-0.4749510720670502
2025-09-02 20:15:00,-1.691966617139307,0.0258302409102877,1.2840199277716515,3.5092234870090198,20,15,1,245,-0.8660254037844386,0.5000000000000001,-0.8800122039735356,-0.4749510720670502
2025-09-02 20:30:00,-1.80272912982129,0.0195710420607703,1.1012257532411351,2.6697872649720766,20,30,1,245,-0.8660254037844386,0.5000000000000001,-0.8800122039735356,-0.4749510720670502
2025-09-02 20:45:00,-1.9134916425032733,0.0133118432112526,0.9184315787106184,1.830351042935132,20,45,1,245,-0.8660254037844386,0.5000000000000001,-0.8800122039735356,-0.4749510720670502
2025-09-02 21:00:00,-2.0242541551852566,0.0070526443617352,0.7356374041801017,0.99091482089819,21,0,1,245,-0.7071067811865477,0.7071067811865474,-0.8800122039735356,-0.4749510720670502
2025-09-02 21:15:00,-2.1867962417903954,-0.0648608583681004,0.3964191370893054,0.7748187040919514,21,15,1,245,-0.7071067811865477,0.7071067811865474,-0.8800122039735356,-0.4749510720670502
2025-09-02 21:30:00,-2.349338328395534,-0.136774361097936,0.0572008699985093,0.5587225872857128,21,30,1,245,-0.7071067811865477,0.7071067811865474,-0.8800122039735356,-0.4749510720670502
2025-09-02 21:45:00,-2.5118804150006726,-0.2086878638277717,-0.2820173970922869,0.3426264704794741,21,45,1,245,-0.7071067811865477,0.7071067811865474,-0.8800122039735356,-0.4749510720670502
2025-09-02 22:00:00,-2.5118804150006726,-0.2806013665576073,-0.6212356641830836,0.1265303536732355,22,0,1,245,-0.5000000000000004,0.8660254037844384,-0.8800122039735356,-0.4749510720670502
2025-09-02 22:15:00,-2.4624076952303118,-0.3064183338105479,-0.8310204466981949,-0.1206065673789621,22,15,1,245,-0.5000000000000004,0.8660254037844384,-0.8800122039735356,-0.4749510720670502
2025-09-02 22:30:00,-2.2503928888548104,-0.3322353010634883,-1.0408052292133063,-0.3677434884311599,22,30,1,245,-0.5000000000000004,0.8660254037844384,-0.8800122039735356,-0.4749510720670502
2025-09-02 22:45:00,-2.03837808247931,-0.3580522683164288,-1.2505900117284177,-0.6148804094833575,22,45,1,245,-0.5000000000000004,0.8660254037844384,-0.8800122039735356,-0.4749510720670502
2025-09-02 23:00:00,-1.8263632761038096,-0.3612990981320278,-1.4150411791503117,-0.8395193714515651,23,0,1,245,-0.25881904510252157,0.9659258262890681,-0.8800122039735356,-0.4749510720670502
2025-09-02 23:15:00,-1.754895618063427,-0.3612990981320278,-1.4150411791503117,-0.8395193714515651,23,15,1,245,-0.25881904510252157,0.9659258262890681,-0.8800122039735356,-0.4749510720670502
2025-09-02 23:30:00,-1.6834279600230448,-0.3387289606946864,-1.3697075640570942,-0.8170214123675759,23,30,1,245,-0.25881904510252157,0.9659258262890681,-0.8800122039735356,-0.4749510720670502
2025-09-02 23:45:00,-1.6119603019826625,-0.3161588232573449,-1.3243739489638768,-0.7945234532835856,23,45,1,245,-0.25881904510252157,0.9659258262890681,-0.8800122039735356,-0.4749510720670502
2025-09-03 00:00:00,-1.54049264394228,-0.2935886858200034,-1.2790403338706595,-0.7720254941995954,0,0,2,246,0.0,1.0,-0.888057322629493,-0.4597327394521046
2025-09-03 00:15:00,-1.4690249859018976,-0.2710185483826619,-1.2337067187774422,-0.7495275351156061,0,15,2,246,0.0,1.0,-0.888057322629493,-0.4597327394521046
2025-09-03 00:30:00,-1.3975573278615154,-0.2484484109453204,-1.1883731036842249,-0.727029576031616,0,30,2,246,0.0,1.0,-0.888057322629493,-0.4597327394521046
2025-09-03 00:45:00,-1.3260896698211329,-0.2258782735079792,-1.1430394885910071,-0.7045316169476267,0,45,2,246,0.0,1.0,-0.888057322629493,-0.4597327394521046
2025-09-03 01:00:00,-1.2546220117807507,-0.2033081360706377,-1.09770587349779,-0.6820336578636365,1,0,2,246,0.25881904510252074,0.9659258262890683,-0.888057322629493,-0.4597327394521046
2025-09-03 01:15:00,-1.183154353740368,-0.1807379986332962,-1.0523722584045727,-0.6595356987796471,1,15,2,246,0.25881904510252074,0.9659258262890683,-0.888057322629493,-0.4597327394521046
2025-09-03 01:30:00,-1.111686695699986,-0.1581678611959546,-1.0070386433113554,-0.637037739695657,1,30,2,246,0.25881904510252074,0.9659258262890683,-0.888057322629493,-0.4597327394521046
