utc_time,x_error (m),y_error (m),z_error (m),satclockerror (m),hour,minute,dow,doy,hour_sin,hour_cos,doy_sin,doy_cos,x_lag_1,x_lag_2,x_lag_4,x_lag_8,x_lag_16,x_lag_24,x_lag_48,x_lag_96,y_lag_1,y_lag_2,y_lag_4,y_lag_8,y_lag_16,y_lag_24,y_lag_48,y_lag_96,z_lag_1,z_lag_2,z_lag_4,z_lag_8,z_lag_16,z_lag_24,z_lag_48,z_lag_96,clock_lag_1,clock_lag_2,clock_lag_4,clock_lag_8,clock_lag_16,clock_lag_24,clock_lag_48,clock_lag_96
2025-09-01 08:30:00,-0.0687410367312915,-0.0125831635660921,0.5047048281002618,-1.376769342656678,8,30,0,244,0.8660254037844387,-0.4999999999999998,-0.8717063187093217,-0.4900286664290594,-0.0859623413687693,-0.0859623413687693,0.4470598664981132,1.5475468915068342,,,,,-0.0526610759568301,-0.0526610759568301,0.2755238567092963,1.0120495468230248,,,,,0.2287644213324985,-0.0471759854352647,-0.2744005787050413,-0.7288497652445948,,,,,-1.558371052024434,-1.558371052024434,-1.1831857787634528,-0.0696118135059789,,,,
2025-09-01 08:45:00,-0.0515197320938138,0.0274947488246459,0.7806452348680252,-1.195167633288922,8,45,0,244,0.8660254037844387,-0.4999999999999998,-0.8717063187093217,-0.4900286664290594,-0.0687410367312915,-0.0859623413687693,0.171938110245933,1.2724251352546538,,,,,-0.0125831635660921,-0.0526610759568301,0.091392434180864,0.8279181242945927,,,,,0.5047048281002618,0.2287644213324985,-0.160788282070153,-0.6152374686097064,,,,,-1.376769342656678,-1.558371052024434,-1.4615792700778212,-0.3480053048203473,,,,
2025-09-01 09:00:00,-0.034298427456336,0.0675726612153839,1.0565856416357884,-1.0135659239211663,9,0,0,244,0.7071067811865476,-0.7071067811865475,-0.8717063187093217,-0.4900286664290594,-0.0515197320938138,-0.0687410367312915,-0.0859623413687693,0.9973033790024736,,,,,0.0274947488246459,-0.0125831635660921,-0.0526610759568301,0.6437867017661606,,,,,0.7806452348680252,0.5047048281002618,-0.0471759854352647,-0.501625171974818,,,,,-1.195167633288922,-1.376769342656678,-1.558371052024434,-0.6263987961347158,,,,
2025-09-01 09:15:00,-0.0170771228188582,0.1076505736061219,1.3325260484035517,-0.8319642145534103,9,15,0,244,0.7071067811865476,-0.7071067811865475,-0.8717063187093217,-0.4900286664290594,-0.034298427456336,-0.0515197320938138,-0.0859623413687693,0.7221816227502935,,,,,0.0675726612153839,0.0274947488246459,-0.0526610759568301,0.4596552792377283,,,,,1.0565856416357884,0.7806452348680252,0.2287644213324985,-0.3880128753399297,,,,,-1.0135659239211663,-1.195167633288922,-1.558371052024434,-0.9047922874490842,,,,
2025-09-01 09:30:00,0.0001441818186195,0.14772848599686,1.608466455171315,-0.6503625051856544,9,30,0,244,0.7071067811865476,-0.7071067811865475,-0.8717063187093217,-0.4900286664290594,-0.0170771228188582,-0.034298427456336,-0.0687410367312915,0.4470598664981132,,,,,0.1076505736061219,0.0675726612153839,-0.0125831635660921,0.2755238567092963,,,,,1.3325260484035517,1.0565856416357884,0.5047048281002618,-0.2744005787050413,,,,,-0.8319642145534103,-1.0135659239211663,-1.376769342656678,-1.1831857787634528,,,,
2025-09-01 09:45:00,0.0173654864560972,0.1878063983875981,1.884406861939078,-0.4687607958178985,9,45,0,244,0.7071067811865476,-0.7071067811865475,-0.8717063187093217,-0.4900286664290594,0.0001441818186195,-0.0170771228188582,-0.0515197320938138,0.171938110245933,,,,,0.14772848599686,0.1076505736061219,0.0274947488246459,0.091392434180864,,,,,1.608466455171315,1.3325260484035517,0.7806452348680252,-0.160788282070153,,,,,-0.6503625051856544,-0.8319642145534103,-1.195167633288922,-1.4615792700778212,,,,
2025-09-01 10:00:00,0.0173654864560972,0.1878063983875981,1.8850908868460297,-0.2871590864501427,10,0,0,244,0.4999999999999999,-0.8660254037844387,-0.8717063187093217,-0.4900286664290594,0.0173654864560972,0.0001441818186195,-0.034298427456336,-0.0859623413687693,1.9602295258851048,,,,0.1878063983875981,0.14772848599686,0.0675726612153839,-0.0526610759568301,1.2882466806156734,,,,1.884406861939078,1.608466455171315,1.0565856416357884,-0.0471759854352647,-0.8992682101969273,,,,-0.4687607958178985,-0.6503625051856544,-1.0135659239211663,-1.558371052024434,0.3479784234655738,,,
2025-09-01 10:15:00,0.0142195781315619,0.1809037095739996,1.8850908868460297,-0.281377535137984,10,15,0,244,0.4999999999999999,-0.8660254037844387,-0.8717063187093217,-0.4900286664290594,0.0173654864560972,0.0173654864560972,-0.0170771228188582,-0.0859623413687693,1.8226686477590144,,,,0.1878063983875981,0.1878063983875981,0.1076505736061219,-0.0526610759568301,1.1961809693514571,,,,1.8850908868460297,1.884406861939078,1.3325260484035517,0.2287644213324985,-0.842462061879483,,,,-0.2871590864501427,-0.4687607958178985,-0.8319642145534103,-1.558371052024434,0.2087816778083895,,,
2025-09-01 10:30:00,-0.0061476348304512,0.1339231083696632,1.6098345049852183,-0.2755959838258253,10,30,0,244,0.4999999999999999,-0.8660254037844387,-0.8717063187093217,-0.4900286664290594,0.0142195781315619,0.0173654864560972,0.0001441818186195,-0.0687410367312915,1.5475468915068342,,,,0.1809037095739996,0.1878063983875981,0.14772848599686,-0.0125831635660921,1.0120495468230248,,,,1.8850908868460297,1.8850908868460297,1.608466455171315,0.5047048281002618,-0.7288497652445948,,,,-0.281377535137984,-0.2871590864501427,-0.6503625051856544,-1.376769342656678,-0.0696118135059789,,,
2025-09-01 10:45:00,-0.0265148477924643,0.0869425071653267,1.3345781231244067,-0.2698144325136666,10,45,0,244,0.4999999999999999,-0.8660254037844387,-0.8717063187093217,-0.4900286664290594,-0.0061476348304512,0.0142195781315619,0.0173654864560972,-0.0515197320938138,1.2724251352546538,,,,0.1339231083696632,0.1809037095739996,0.1878063983875981,0.0274947488246459,0.8279181242945927,,,,1.6098345049852183,1.8850908868460297,1.884406861939078,0.7806452348680252,-0.6152374686097064,,,,-0.2755959838258253,-0.281377535137984,-0.4687607958178985,-1.195167633288922,-0.3480053048203473,,,
2025-09-01 11:00:00,-0.0468820607544775,0.0399619059609902,1.0593217412635951,-0.2640328812015078,11,0,0,244,0.258819045102521,-0.9659258262890682,-0.8717063187093217,-0.4900286664290594,-0.0265148477924643,-0.0061476348304512,0.0173654864560972,-0.034298427456336,0.9973033790024736,,,,0.0869425071653267,0.1339231083696632,0.1878063983875981,0.0675726612153839,0.6437867017661606,,,,1.3345781231244067,1.6098345049852183,1.8850908868460297,1.0565856416357884,-0.501625171974818,,,,-0.2698144325136666,-0.2755959838258253,-0.2871590864501427,-1.0135659239211663,-0.6263987961347158,,,
2025-09-01 11:15:00,-0.0672492737164906,-0.0070186952433461,0.7840653594027837,-0.2582513298893492,11,15,0,244,0.258819045102521,-0.9659258262890682,-0.8717063187093217,-0.4900286664290594,-0.0468820607544775,-0.0265148477924643,0.0142195781315619,-0.0170771228188582,0.7221816227502935,,,,0.0399619059609902,0.0869425071653267,0.1809037095739996,0.1076505736061219,0.4596552792377283,,,,1.0593217412635951,1.3345781231244067,1.8850908868460297,1.3325260484035517,-0.3880128753399297,,,,-0.2640328812015078,-0.2698144325136666,-0.281377535137984,-0.8319642145534103,-0.9047922874490842,,,
2025-09-01 11:30:00,-0.0876164866785038,-0.0539992964476826,0.5088089775419723,-0.2524697785771904,11,30,0,244,0.258819045102521,-0.9659258262890682,-0.8717063187093217,-0.4900286664290594,-0.0672492737164906,-0.0468820607544775,-0.0061476348304512,0.0001441818186195,0.4470598664981132,,,,-0.0070186952433461,0.0399619059609902,0.1339231083696632,0.14772848599686,0.2755238567092963,,,,0.7840653594027837,1.0593217412635951,1.6098345049852183,1.608466455171315,-0.2744005787050413,,,,-0.2582513298893492,-0.2640328812015078,-0.2755959838258253,-0.6503625051856544,-1.1831857787634528,,,
2025-09-01 11:45:00,-0.1079836996405169,-0.1009798976520191,0.2335525956811605,-0.2466882272650317,11,45,0,244,0.258819045102521,-0.9659258262890682,-0.8717063187093217,-0.4900286664290594,-0.0876164866785038,-0.0672492737164906,-0.0265148477924643,0.0173654864560972,0.171938110245933,,,,-0.0539992964476826,-0.0070186952433461,0.0869425071653267,0.1878063983875981,0.091392434180864,,,,0.5088089775419723,0.7840653594027837,1.3345781231244067,1.884406861939078,-0.160788282070153,,,,-0.2524697785771904,-0.2582513298893492,-0.2698144325136666,-0.4687607958178985,-1.4615792700778212,,,
2025-09-01 12:00:00,-0.1283509126025301,-0.1479604988563556,-0.012387874338392,-0.240906675952873,12,0,0,244,1.2246467991473532e-16,-1.0,-0.8717063187093217,-0.4900286664290594,-0.1079836996405169,-0.0876164866785038,-0.0468820607544775,0.0173654864560972,-0.0859623413687693,1.9602295258851048,,,-0.1009798976520191,-0.0539992964476826,0.0399619059609902,0.1878063983875981,-0.0526610759568301,1.2882466806156734,,,0.2335525956811605,0.5088089775419723,1.0593217412635951,1.8850908868460297,-0.0471759854352647,-0.8992682101969273,,,-0.2466882272650317,-0.2524697785771904,-0.2640328812015078,-0.2871590864501427,-1.558371052024434,0.3479784234655738,,
2025-09-01 12:15:00,-0.182341816687264,-0.1767925512881532,-0.012387874338392,-0.1414519252438356,12,15,0,244,1.2246467991473532e-16,-1.0,-0.8717063187093217,-0.4900286664290594,-0.1283509126025301,-0.1079836996405169,-0.0672492737164906,0.0142195781315619,-0.0859623413687693,1.8226686477590144,,,-0.1479604988563556,-0.1009798976520191,-0.0070186952433461,0.1809037095739996,-0.0526610759568301,1.1961809693514571,,,-0.012387874338392,0.2335525956811605,0.7840653594027837,1.8850908868460297,0.2287644213324985,-0.842462061879483,,,-0.240906675952873,-0.2466882272650317,-0.2582513298893492,-0.281377535137984,-1.558371052024434,0.2087816778083895,,
2025-09-01 12:30:00,-0.2363327207719979,-0.2056246037199509,0.0169280375028668,-0.0419971745347983,12,30,0,244,1.2246467991473532e-16,-1.0,-0.8717063187093217,-0.4900286664290594,-0.182341816687264,-0.1283509126025301,-0.0876164866785038,-0.0061476348304512,-0.0687410367312915,1.5475468915068342,,,-0.1767925512881532,-0.1479604988563556,-0.0539992964476826,0.1339231083696632,-0.0125831635660921,1.0120495468230248,,,-0.012387874338392,-0.012387874338392,0.5088089775419723,1.6098345049852183,0.5047048281002618,-0.7288497652445948,,,-0.1414519252438356,-0.240906675952873,-0.2524697785771904,-0.2755959838258253,-1.376769342656678,-0.0696118135059789,,
2025-09-01 12:45:00,-0.2903236248567318,-0.2344566561517486,0.0462439493441257,0.057457576174239,12,45,0,244,1.2246467991473532e-16,-1.0,-0.8717063187093217,-0.4900286664290594,-0.2363327207719979,-0.182341816687264,-0.1079836996405169,-0.0265148477924643,-0.0515197320938138,1.2724251352546538,,,-0.2056246037199509,-0.1767925512881532,-0.1009798976520191,0.0869425071653267,0.0274947488246459,0.8279181242945927,,,0.0169280375028668,-0.012387874338392,0.2335525956811605,1.3345781231244067,0.7806452348680252,-0.6152374686097064,,,-0.0419971745347983,-0.1414519252438356,-0.2466882272650317,-0.2698144325136666,-1.195167633288922,-0.3480053048203473,,
2025-09-01 13:00:00,-0.3443145289414658,-0.2632887085835463,0.0755598611853846,0.1569123268832764,13,0,0,244,-0.2588190451025208,-0.9659258262890684,-0.8717063187093217,-0.4900286664290594,-0.2903236248567318,-0.2363327207719979,-0.1283509126025301,-0.0468820607544775,-0.034298427456336,0.9973033790024736,,,-0.2344566561517486,-0.2056246037199509,-0.1479604988563556,0.0399619059609902,0.0675726612153839,0.6437867017661606,,,0.0462439493441257,0.0169280375028668,-0.012387874338392,1.0593217412635951,1.0565856416357884,-0.501625171974818,,,0.057457576174239,-0.0419971745347983,-0.240906675952873,-0.2640328812015078,-1.0135659239211663,-0.6263987961347158,,
2025-09-01 13:15:00,-0.3983054330261997,-0.2921207610153439,0.1048757730266434,0.2563670775923138,13,15,0,244,-0.2588190451025208,-0.9659258262890684,-0.8717063187093217,-0.4900286664290594,-0.3443145289414658,-0.2903236248567318,-0.182341816687264,-0.0672492737164906,-0.0170771228188582,0.7221816227502935,,,-0.2632887085835463,-0.2344566561517486,-0.1767925512881532,-0.0070186952433461,0.1076505736061219,0.4596552792377283,,,0.0755598611853846,0.0462439493441257,-0.012387874338392,0.7840653594027837,1.3325260484035517,-0.3880128753399297,,,0.1569123268832764,0.057457576174239,-0.1414519252438356,-0.2582513298893492,-0.8319642145534103,-0.9047922874490842,,
2025-09-01 13:30:00,-0.4522963371109336,-0.3209528134471416,0.1341916848679023,0.3558218283013512,13,30,0,244,-0.2588190451025208,-0.9659258262890684,-0.8717063187093217,-0.4900286664290594,-0.3983054330261997,-0.3443145289414658,-0.2363327207719979,-0.0876164866785038,0.0001441818186195,0.4470598664981132,,,-0.2921207610153439,-0.2632887085835463,-0.2056246037199509,-0.0539992964476826,0.14772848599686,0.2755238567092963,,,0.1048757730266434,0.0755598611853846,0.0169280375028668,0.5088089775419723,1.608466455171315,-0.2744005787050413,,,0.2563670775923138,0.1569123268832764,-0.0419971745347983,-0.2524697785771904,-0.6503625051856544,-1.1831857787634528,,
2025-09-01 13:45:00,-0.5062872411956676,-0.3497848658789393,0.1635075967091612,0.4552765790103886,13,45,0,244,-0.2588190451025208,-0.9659258262890684,-0.8717063187093217,-0.4900286664290594,-0.4522963371109336,-0.3983054330261997,-0.2903236248567318,-0.1079836996405169,0.0173654864560972,0.171938110245933,,,-0.3209528134471416,-0.2921207610153439,-0.2344566561517486,-0.1009798976520191,0.1878063983875981,0.091392434180864,,,0.1341916848679023,0.1048757730266434,0.0462439493441257,0.2335525956811605,1.884406861939078,-0.160788282070153,,,0.3558218283013512,0.2563670775923138,0.057457576174239,-0.2466882272650317,-0.4687607958178985,-1.4615792700778212,,
2025-09-01 14:00:00,-0.5062872411956676,-0.3497848658789393,0.1635075967091612,0.554731329719426,14,0,0,244,-0.4999999999999997,-0.8660254037844388,-0.8717063187093217,-0.4900286664290594,-0.5062872411956676,-0.4522963371109336,-0.3443145289414658,-0.1283509126025301,0.0173654864560972,-0.0859623413687693,,,-0.3497848658789393,-0.3209528134471416,-0.2632887085835463,-0.1479604988563556,0.1878063983875981,-0.0526610759568301,,,0.1635075967091612,0.1341916848679023,0.0755598611853846,-0.012387874338392,1.8850908868460297,-0.0471759854352647,,,0.4552765790103886,0.3558218283013512,0.1569123268832764,-0.240906675952873,-0.2871590864501427,-1.558371052024434,,
2025-09-01 14:15:00,-0.339358490663965,-0.2141702388992226,0.0824696502875791,0.6761167898299492,14,15,0,244,-0.4999999999999997,-0.8660254037844388,-0.8717063187093217,-0.4900286664290594,-0.5062872411956676,-0.5062872411956676,-0.3983054330261997,-0.182341816687264,0.0142195781315619,-0.0859623413687693,,,-0.3497848658789393,-0.3497848658789393,-0.2921207610153439,-0.1767925512881532,0.1809037095739996,-0.0526610759568301,,,0.1635075967091612,0.1635075967091612,0.1048757730266434,-0.012387874338392,1.8850908868460297,0.2287644213324985,,,0.554731329719426,0.4552765790103886,0.2563670775923138,-0.1414519252438356,-0.281377535137984,-1.558371052024434,,
2025-09-01 14:30:00,-0.1184388360475287,-0.0497235594877082,-0.0278842079752617,0.7975022499404725,14,30,0,244,-0.4999999999999997,-0.8660254037844388,-0.8717063187093217,-0.4900286664290594,-0.339358490663965,-0.5062872411956676,-0.4522963371109336,-0.2363327207719979,-0.0061476348304512,-0.0687410367312915,,,-0.2141702388992226,-0.3497848658789393,-0.3209528134471416,-0.2056246037199509,0.1339231083696632,-0.0125831635660921,,,0.0824696502875791,0.1635075967091612,0.1341916848679023,0.0169280375028668,1.6098345049852183,0.5047048281002618,,,0.6761167898299492,0.554731329719426,0.3558218283013512,-0.0419971745347983,-0.2755959838258253,-1.376769342656678,,
2025-09-01 14:45:00,0.1024808185689077,0.114723119923806,-0.1382380662381027,0.9188877100509958,14,45,0,244,-0.4999999999999997,-0.8660254037844388,-0.8717063187093217,-0.4900286664290594,-0.1184388360475287,-0.339358490663965,-0.5062872411956676,-0.2903236248567318,-0.0265148477924643,-0.0515197320938138,,,-0.0497235594877082,-0.2141702388992226,-0.3497848658789393,-0.2344566561517486,0.0869425071653267,0.0274947488246459,,,-0.0278842079752617,0.0824696502875791,0.1635075967091612,0.0462439493441257,1.3345781231244067,0.7806452348680252,,,0.7975022499404725,0.6761167898299492,0.4552765790103886,0.057457576174239,-0.2698144325136666,-1.195167633288922,,
2025-09-01 15:00:00,0.3234004731853441,0.2791697993353204,-0.2485919245009437,1.040273170161519,15,0,0,244,-0.7071067811865471,-0.7071067811865479,-0.8717063187093217,-0.4900286664290594,0.1024808185689077,-0.1184388360475287,-0.5062872411956676,-0.3443145289414658,-0.0468820607544775,-0.034298427456336,,,0.114723119923806,-0.0497235594877082,-0.3497848658789393,-0.2632887085835463,0.0399619059609902,0.0675726612153839,,,-0.1382380662381027,-0.0278842079752617,0.1635075967091612,0.0755598611853846,1.0593217412635951,1.0565856416357884,,,0.9188877100509958,0.7975022499404725,0.554731329719426,0.1569123268832764,-0.2640328812015078,-1.0135659239211663,,
2025-09-01 15:15:00,0.5443201278017805,0.4436164787468346,-0.3589457827637847,1.1616586302720424,15,15,0,244,-0.7071067811865471,-0.7071067811865479,-0.8717063187093217,-0.4900286664290594,0.3234004731853441,0.1024808185689077,-0.339358490663965,-0.3983054330261997,-0.0672492737164906,-0.0170771228188582,,,0.2791697993353204,0.114723119923806,-0.2141702388992226,-0.2921207610153439,-0.0070186952433461,0.1076505736061219,,,-0.2485919245009437,-0.1382380662381027,0.0824696502875791,0.1048757730266434,0.7840653594027837,1.3325260484035517,,,1.040273170161519,0.9188877100509958,0.6761167898299492,0.2563670775923138,-0.2582513298893492,-0.8319642145534103,,
2025-09-01 15:30:00,0.7652397824182169,0.6080631581583491,-0.4692996410266256,1.2830440903825655,15,30,0,244,-0.7071067811865471,-0.7071067811865479,-0.8717063187093217,-0.4900286664290594,0.5443201278017805,0.3234004731853441,-0.1184388360475287,-0.4522963371109336,-0.0876164866785038,0.0001441818186195,,,0.4436164787468346,0.2791697993353204,-0.0497235594877082,-0.3209528134471416,-0.0539992964476826,0.14772848599686,,,-0.3589457827637847,-0.2485919245009437,-0.0278842079752617,0.1341916848679023,0.5088089775419723,1.608466455171315,,,1.1616586302720424,1.040273170161519,0.7975022499404725,0.3558218283013512,-0.2524697785771904,-0.6503625051856544,,
2025-09-01 15:45:00,0.9861594370346533,0.7725098375698634,-0.5796534992894664,1.4044295504930893,15,45,0,244,-0.7071067811865471,-0.7071067811865479,-0.8717063187093217,-0.4900286664290594,0.7652397824182169,0.5443201278017805,0.1024808185689077,-0.5062872411956676,-0.1079836996405169,0.0173654864560972,,,0.6080631581583491,0.4436164787468346,0.114723119923806,-0.3497848658789393,-0.1009798976520191,0.1878063983875981,,,-0.4692996410266256,-0.3589457827637847,-0.1382380662381027,0.1635075967091612,0.2335525956811605,1.884406861939078,,,1.2830440903825655,1.1616586302720424,0.9188877100509958,0.4552765790103886,-0.2466882272650317,-0.4687607958178985,,
2025-09-01 16:00:00,1.1185060405765546,0.8767390871199217,-0.6900073575523075,1.5258150106036124,16,0,0,244,-0.8660254037844385,-0.5000000000000004,-0.8717063187093217,-0.4900286664290594,0.9861594370346533,0.7652397824182169,0.3234004731853441,-0.5062872411956676,-0.1283509126025301,0.0173654864560972,,,0.7725098375698634,0.6080631581583491,0.2791697993353204,-0.3497848658789393,-0.1479604988563556,0.1878063983875981,,,-0.5796534992894664,-0.4692996410266256,-0.2485919245009437,0.1635075967091612,-0.012387874338392,1.8850908868460297,,,1.4044295504930893,1.2830440903825655,1.040273170161519,0.554731329719426,-0.240906675952873,-0.2871590864501427,,
2025-09-01 16:15:00,1.1185060405765546,0.8767390871199217,-0.8412248363851614,1.5373658287409646,16,15,0,244,-0.8660254037844385,-0.5000000000000004,-0.8717063187093217,-0.4900286664290594,1.1185060405765546,0.9861594370346533,0.5443201278017805,-0.339358490663965,-0.182341816687264,0.0142195781315619,,,0.8767390871199217,0.7725098375698634,0.4436164787468346,-0.2141702388992226,-0.1767925512881532,0.1809037095739996,,,-0.6900073575523075,-0.5796534992894664,-0.3589457827637847,0.0824696502875791,-0.012387874338392,1.8850908868460297,,,1.5258150106036124,1.4044295504930893,1.1616586302720424,0.6761167898299492,-0.1414519252438356,-0.281377535137984,,
2025-09-01 16:30:00,1.02993298950202,0.8165216572584657,-0.9924423152180152,1.5489166468783169,16,30,0,244,-0.8660254037844385,-0.5000000000000004,-0.8717063187093217,-0.4900286664290594,1.1185060405765546,1.1185060405765546,0.7652397824182169,-0.1184388360475287,-0.2363327207719979,-0.0061476348304512,,,0.8767390871199217,0.8767390871199217,0.6080631581583491,-0.0497235594877082,-0.2056246037199509,0.1339231083696632,,,-0.8412248363851614,-0.6900073575523075,-0.4692996410266256,-0.0278842079752617,0.0169280375028668,1.6098345049852183,,,1.5373658287409646,1.5258150106036124,1.2830440903825655,0.7975022499404725,-0.0419971745347983,-0.2755959838258253,,
2025-09-01 16:45:00,0.9413599384274852,0.75630422739701,-1.1436597940508693,1.5604674650156691,16,45,0,244,-0.8660254037844385,-0.5000000000000004,-0.8717063187093217,-0.4900286664290594,1.02993298950202,1.1185060405765546,0.9861594370346533,0.1024808185689077,-0.2903236248567318,-0.0265148477924643,,,0.8165216572584657,0.8767390871199217,0.7725098375698634,0.114723119923806,-0.2344566561517486,0.0869425071653267,,,-0.9924423152180152,-0.8412248363851614,-0.5796534992894664,-0.1382380662381027,0.0462439493441257,1.3345781231244067,,,1.5489166468783169,1.5373658287409646,1.4044295504930893,0.9188877100509958,0.057457576174239,-0.2698144325136666,,
2025-09-01 17:00:00,0.8527868873529505,0.696086797535554,-1.2948772728837232,1.5720182831530214,17,0,0,244,-0.9659258262890684,-0.2588190451025206,-0.8717063187093217,-0.4900286664290594,0.9413599384274852,1.02993298950202,1.1185060405765546,0.3234004731853441,-0.3443145289414658,-0.0468820607544775,,,0.75630422739701,0.8165216572584657,0.8767390871199217,0.2791697993353204,-0.2632887085835463,0.0399619059609902,,,-1.1436597940508693,-0.9924423152180152,-0.6900073575523075,-0.2485919245009437,0.0755598611853846,1.0593217412635951,,,1.5604674650156691,1.5489166468783169,1.5258150106036124,1.040273170161519,0.1569123268832764,-0.2640328812015078,,
2025-09-01 17:15:00,0.7642138362784159,0.6358693676740981,-1.446094751716577,1.5835691012903736,17,15,0,244,-0.9659258262890684,-0.2588190451025206,-0.8717063187093217,-0.4900286664290594,0.8527868873529505,0.9413599384274852,1.1185060405765546,0.5443201278017805,-0.3983054330261997,-0.0672492737164906,,,0.696086797535554,0.75630422739701,0.8767390871199217,0.4436164787468346,-0.2921207610153439,-0.0070186952433461,,,-1.2948772728837232,-1.1436597940508693,-0.8412248363851614,-0.3589457827637847,0.1048757730266434,0.7840653594027837,,,1.5720182831530214,1.5604674650156691,1.5373658287409646,1.1616586302720424,0.2563670775923138,-0.2582513298893492,,
