utc_time,x_error (m),y_error (m),z_error (m),satclockerror (m),hour,minute,dow,doy,hour_sin,hour_cos,doy_sin,doy_cos
2025-09-01 08:30:00,-0.0687410367312915,-0.0125831635660921,0.5047048281002618,-1.376769342656678,8,30,0,244,0.8660254037844387,-0.4999999999999998,-0.8717063187093217,-0.4900286664290594
2025-09-01 08:45:00,-0.0515197320938138,0.0274947488246459,0.7806452348680252,-1.195167633288922,8,45,0,244,0.8660254037844387,-0.4999999999999998,-0.8717063187093217,-0.4900286664290594
2025-09-01 09:00:00,-0.034298427456336,0.0675726612153839,1.0565856416357884,-1.0135659239211663,9,0,0,244,0.7071067811865476,-0.7071067811865475,-0.8717063187093217,-0.4900286664290594
2025-09-01 09:15:00,-0.0170771228188582,0.1076505736061219,1.3325260484035517,-0.8319642145534103,9,15,0,244,0.7071067811865476,-0.7071067811865475,-0.8717063187093217,-0.4900286664290594
2025-09-01 09:30:00,0.0001441818186195,0.14772848599686,1.608466455171315,-0.6503625051856544,9,30,0,244,0.7071067811865476,-0.7071067811865475,-0.8717063187093217,-0.4900286664290594
2025-09-01 09:45:00,0.0173654864560972,0.1878063983875981,1.884406861939078,-0.4687607958178985,9,45,0,244,0.7071067811865476,-0.7071067811865475,-0.8717063187093217,-0.4900286664290594
2025-09-01 10:00:00,0.0173654864560972,0.1878063983875981,1.8850908868460297,-0.2871590864501427,10,0,0,244,0.49999999999999994,-0.8660254037844387,-0.8717063187093217,-0.4900286664290594
2025-09-01 10:15:00,0.0142195781315619,0.1809037095739996,1.8850908868460297,-0.281377535137984,10,15,0,244,0.49999999999999994,-0.8660254037844387,-0.8717063187093217,-0.4900286664290594
2025-09-01 10:30:00,-0.0061476348304512,0.1339231083696632,1.6098345049852183,-0.2755959838258253,10,30,0,244,0.49999999999999994,-0.8660254037844387,-0.8717063187093217,-0.4900286664290594
2025-09-01 10:45:00,-0.0265148477924643,0.0869425071653267,1.3345781231244067,-0.2698144325136666,10,45,0,244,0.49999999999999994,-0.8660254037844387,-0.8717063187093217,-0.4900286664290594
2025-09-01 11:00:00,-0.0468820607544775,0.0399619059609902,1.0593217412635951,-0.2640328812015078,11,0,0,244,0.258819045102521,-0.9659258262890682,-0.8717063187093217,-0.4900286664290594
2025-09-01 11:15:00,-0.0672492737164906,-0.0070186952433461,0.7840653594027837,-0.2582513298893492,11,15,0,244,0.258819045102521,-0.9659258262890682,-0.8717063187093217,-0.4900286664290594
2025-09-01 11:30:00,-0.0876164866785038,-0.0539992964476826,0.5088089775419723,-0.2524697785771904,11,30,0,244,0.258819045102521,-0.9659258262890682,-0.8717063187093217,-0.4900286664290594
2025-09-01 11:45:00,-0.1079836996405169,-0.1009798976520191,0.2335525956811605,-0.2466882272650317,11,45,0,244,0.258819045102521,-0.9659258262890682,-0.8717063187093217,-0.4900286664290594
2025-09-01 12:00:00,-0.1283509126025301,-0.1479604988563556,-0.012387874338392,-0.240906675952873,12,0,0,244,1.2246467991473532e-16,-1.0,-0.8717063187093217,-0.4900286664290594
2025-09-01 12:15:00,-0.182341816687264,-0.1767925512881532,-0.012387874338392,-0.1414519252438356,12,15,0,244,1.2246467991473532e-16,-1.0,-0.8717063187093217,-0.4900286664290594
2025-09-01 12:30:00,-0.2363327207719979,-0.2056246037199509,0.0169280375028668,-0.0419971745347983,12,30,0,244,1.2246467991473532e-16,-1.0,-0.8717063187093217,-0.4900286664290594
2025-09-01 12:45:00,-0.2903236248567318,-0.2344566561517486,0.0462439493441257,0.057457576174239,12,45,0,244,1.2246467991473532e-16,-1.0,-0.8717063187093217,-0.4900286664290594
2025-09-01 13:00:00,-0.3443145289414658,-0.2632887085835463,0.0755598611853846,0.1569123268832764,13,0,0,244,-0.2588190451025208,-0.9659258262890683,-0.8717063187093217,-0.4900286664290594
2025-09-01 13:15:00,-0.3983054330261997,-0.2921207610153439,0.1048757730266434,0.2563670775923138,13,15,0,244,-0.2588190451025208,-0.9659258262890683,-0.8717063187093217,-0.4900286664290594
2025-09-01 13:30:00,-0.4522963371109336,-0.3209528134471416,0.1341916848679023,0.3558218283013512,13,30,0,244,-0.2588190451025208,-0.9659258262890683,-0.8717063187093217,-0.4900286664290594
2025-09-01 13:45:00,-0.5062872411956676,-0.3497848658789393,0.1635075967091612,0.4552765790103886,13,45,0,244,-0.2588190451025208,-0.9659258262890683,-0.8717063187093217,-0.4900286664290594
2025-09-01 14:00:00,-0.5062872411956676,-0.3497848658789393,0.1635075967091612,0.554731329719426,14,0,0,244,-0.4999999999999997,-0.8660254037844388,-0.8717063187093217,-0.4900286664290594
2025-09-01 14:15:00,-0.339358490663965,-0.2141702388992226,0.0824696502875791,0.6761167898299492,14,15,0,244,-0.4999999999999997,-0.8660254037844388,-0.8717063187093217,-0.4900286664290594
2025-09-01 14:30:00,-0.1184388360475287,-0.0497235594877082,-0.0278842079752617,0.7975022499404725,14,30,0,244,-0.4999999999999997,-0.8660254037844388,-0.8717063187093217,-0.4900286664290594
2025-09-01 14:45:00,0.1024808185689077,0.114723119923806,-0.1382380662381027,0.9188877100509958,14,45,0,244,-0.4999999999999997,-0.8660254037844388,-0.8717063187093217,-0.4900286664290594
2025-09-01 15:00:00,0.3234004731853441,0.2791697993353204,-0.2485919245009437,1.040273170161519,15,0,0,244,-0.7071067811865471,-0.7071067811865479,-0.8717063187093217,-0.4900286664290594
2025-09-01 15:15:00,0.5443201278017805,0.4436164787468346,-0.3589457827637847,1.1616586302720424,15,15,0,244,-0.7071067811865471,-0.7071067811865479,-0.8717063187093217,-0.4900286664290594
2025-09-01 15:30:00,0.7652397824182169,0.6080631581583491,-0.4692996410266256,1.2830440903825655,15,30,0,244,-0.7071067811865471,-0.7071067811865479,-0.8717063187093217,-0.4900286664290594
2025-09-01 15:45:00,0.9861594370346533,0.7725098375698634,-0.5796534992894664,1.4044295504930893,15,45,0,244,-0.7071067811865471,-0.7071067811865479,-0.8717063187093217,-0.4900286664290594
2025-09-01 16:00:00,1.1185060405765546,0.8767390871199217,-0.6900073575523075,1.5258150106036124,16,0,0,244,-0.8660254037844385,-0.5000000000000004,-0.8717063187093217,-0.4900286664290594
2025-09-01 16:15:00,1.1185060405765546,0.8767390871199217,-0.8412248363851614,1.5373658287409646,16,15,0,244,-0.8660254037844385,-0.5000000000000004,-0.8717063187093217,-0.4900286664290594
2025-09-01 16:30:00,1.02993298950202,0.8165216572584657,-0.9924423152180152,1.5489166468783169,16,30,0,244,-0.8660254037844385,-0.5000000000000004,-0.8717063187093217,-0.4900286664290594
2025-09-01 16:45:00,0.9413599384274852,0.75630422739701,-1.1436597940508693,1.5604674650156691,16,45,0,244,-0.8660254037844385,-0.5000000000000004,-0.8717063187093217,-0.4900286664290594
2025-09-01 17:00:00,0.8527868873529505,0.696086797535554,-1.2948772728837232,1.5720182831530214,17,0,0,244,-0.9659258262890683,-0.25881904510252063,-0.8717063187093217,-0.4900286664290594
2025-09-01 17:15:00,0.7642138362784159,0.6358693676740981,-1.446094751716577,1.5835691012903736,17,15,0,244,-0.9659258262890683,-0.25881904510252063,-0.8717063187093217,-0.4900286664290594
2025-09-01 17:30:00,0.6756407852038812,0.5756519378126421,-1.5973122305494312,1.5951199194277257,17,30,0,244,-0.9659258262890683,-0.25881904510252063,-0.8717063187093217,-0.4900286664290594
2025-09-01 17:45:00,0.5870677341293464,0.5154345079511862,-1.7485297093822851,1.606670737565078,17,45,0,244,-0.9659258262890683,-0.25881904510252063,-0.8717063187093217,-0.4900286664290594
2025-09-01 18:00:00,0.4984946830548118,0.4552170780897302,-1.8392270390123084,1.606670737565078,18,0,0,244,-1.0,-1.8369701987210297e-16,-0.8717063187093217,-0.4900286664290594
2025-09-01 18:15:00,0.4319661056179432,0.3918573990661074,-1.8392270390123084,1.4448095443124829,18,15,0,244,-1.0,-1.8369701987210297e-16,-0.8717063187093217,-0.4900286664290594
2025-09-01 18:30:00,0.3654375281810747,0.3284977200424846,-1.778706889809478,1.271397532922535,18,30,0,244,-1.0,-1.8369701987210297e-16,-0.8717063187093217,-0.4900286664290594
2025-09-01 18:45:00,0.2989089507442062,0.2651380410188618,-1.7181867406066471,1.0979855215325882,18,45,0,244,-1.0,-1.8369701987210297e-16,-0.8717063187093217,-0.4900286664290594
2025-09-01 19:00:00,0.2323803733073376,0.2017783619952389,-1.6576665914038171,0.9245735101426406,19,0,0,244,-0.9659258262890684,0.2588190451025203,-0.8717063187093217,-0.4900286664290594
2025-09-01 19:15:00,0.1658517958704691,0.1384186829716161,-1.5971464422009864,0.7511614987526934,19,15,0,244,-0.9659258262890684,0.2588190451025203,-0.8717063187093217,-0.4900286664290594
2025-09-01 19:30:00,0.0993232184336006,0.0750590039479932,-1.536626292998156,0.5777494873627461,19,30,0,244,-0.9659258262890684,0.2588190451025203,-0.8717063187093217,-0.4900286664290594
2025-09-01 19:45:00,0.0327946409967321,0.0116993249243704,-1.4761061437953251,0.4043374759727987,19,45,0,244,-0.9659258262890684,0.2588190451025203,-0.8717063187093217,-0.4900286664290594
2025-09-01 20:00:00,-0.0337339364401364,-0.0516603540992523,-1.415585994592495,0.2309254645828511,20,0,0,244,-0.8660254037844386,0.5000000000000001,-0.8717063187093217,-0.4900286664290594
2025-09-01 20:15:00,-0.1136106128271274,-0.1052131968399148,-1.2487460510126154,0.1413286866474447,20,15,0,244,-0.8660254037844386,0.5000000000000001,-0.8717063187093217,-0.4900286664290594
2025-09-01 20:30:00,-0.1934872892141184,-0.1587660395805773,-1.0819061074327363,0.0517319087120383,20,30,0,244,-0.8660254037844386,0.5000000000000001,-0.8717063187093217,-0.4900286664290594
2025-09-01 20:45:00,-0.2733639656011092,-0.2123188823212398,-0.915066163852857,-0.037864869223368,20,45,0,244,-0.8660254037844386,0.5000000000000001,-0.8717063187093217,-0.4900286664290594
2025-09-01 21:00:00,-0.3532406419881003,-0.2658717250619023,-0.7482262202729778,-0.1274616471587744,21,0,0,244,-0.7071067811865477,0.7071067811865474,-0.8717063187093217,-0.4900286664290594
2025-09-01 21:15:00,-0.4331173183750912,-0.3194245678025649,-0.5813862766930986,-0.2170584250941808,21,15,0,244,-0.7071067811865477,0.7071067811865474,-0.8717063187093217,-0.4900286664290594
2025-09-01 21:30:00,-0.5129939947620822,-0.3729774105432273,-0.4145463331132194,-0.3066552030295872,21,30,0,244,-0.7071067811865477,0.7071067811865474,-0.8717063187093217,-0.4900286664290594
2025-09-01 21:45:00,-0.5928706711490732,-0.4265302532838898,-0.2477063895333401,-0.3962519809649937,21,45,0,244,-0.7071067811865477,0.7071067811865474,-0.8717063187093217,-0.4900286664290594
2025-09-01 22:00:00,-0.672747347536064,-0.4800830960245523,-0.0808664459534609,-0.3962519809649937,22,0,0,244,-0.5000000000000004,0.8660254037844384,-0.8717063187093217,-0.4900286664290594
2025-09-01 22:15:00,-0.7809631704350423,-0.544567145306818,0.0313156633375592,-0.3861269033154459,22,15,0,244,-0.5000000000000004,0.8660254037844384,-0.8717063187093217,-0.4900286664290594
2025-09-01 22:30:00,-0.8891789933340203,-0.6090511945890837,0.1434977726285794,-0.2864050477304916,22,30,0,244,-0.5000000000000004,0.8660254037844384,-0.8717063187093217,-0.4900286664290594
2025-09-01 22:45:00,-0.9973948162329984,-0.6735352438713494,0.2556798819195996,-0.1866831921455373,22,45,0,244,-0.5000000000000004,0.8660254037844384,-0.8717063187093217,-0.4900286664290594
2025-09-01 23:00:00,-1.1056106391319764,-0.7380192931536153,0.3678619912106198,-0.0869613365605831,23,0,0,244,-0.25881904510252157,0.9659258262890681,-0.8717063187093217,-0.4900286664290594
2025-09-01 23:15:00,-1.2138264620309545,-0.802503342435881,0.48004410050164,0.0127605190243711,23,15,0,244,-0.25881904510252157,0.9659258262890681,-0.8717063187093217,-0.4900286664290594
2025-09-01 23:30:00,-1.3220422849299325,-0.8669873917181466,0.5922262097926602,0.1124823746093253,23,30,0,244,-0.25881904510252157,0.9659258262890681,-0.8717063187093217,-0.4900286664290594
2025-09-01 23:45:00,-1.4302581078289107,-0.9314714410004123,0.7044083190836804,0.2122042301942796,23,45,0,244,-0.25881904510252157,0.9659258262890681,-0.8717063187093217,-0.4900286664290594
2025-09-02 00:00:00,-1.4302581078289107,-0.9314714410004123,0.7911569692751815,0.2302764766940152,0,0,1,245,0.0,1.0,-0.8800122039735356,-0.4749510720670502
2025-09-02 00:15:00,-1.4169886280722923,-0.9068703327365832,0.7911569692751815,0.2302764766940152,0,15,1,245,0.0,1.0,-0.8800122039735356,-0.4749510720670502
2025-09-02 00:30:00,-1.295503325416696,-0.8177851751904881,0.7657235101756623,0.1486268676087965,0,30,1,245,0.0,1.0,-0.8800122039735356,-0.4749510720670502
2025-09-02 00:45:00,-1.1740180227610997,-0.728700017644393,0.7402900510761431,0.0669772585235779,0,45,1,245,0.0,1.0,-0.8800122039735356,-0.4749510720670502
2025-09-02 01:00:00,-1.0525327201055032,-0.6396148600982979,0.7148565919766241,-0.0146723505616407,1,0,1,245,0.25881904510252074,0.9659258262890683,-0.8800122039735356,-0.4749510720670502
2025-09-02 01:15:00,-0.9310474174499068,-0.5505297025522029,0.6894231328771049,-0.0963219596468593,1,15,1,245,0.25881904510252074,0.9659258262890683,-0.8800122039735356,-0.4749510720670502
2025-09-02 01:30:00,-0.8095621147943103,-0.4614445450061079,0.6639896737775858,-0.177971568732078,1,30,1,245,0.25881904510252074,0.9659258262890683,-0.8800122039735356,-0.4749510720670502
2025-09-02 01:45:00,-0.688076812138714,-0.3723593874600128,0.6385562146780666,-0.2596211778172967,1,45,1,245,0.25881904510252074,0.9659258262890683,-0.8800122039735356,-0.4749510720670502
2025-09-02 02:00:00,-0.5665915094831177,-0.2832742299139178,0.6131227555785475,-0.2596211778172967,2,0,1,245,0.49999999999999994,0.8660254037844387,-0.8800122039735356,-0.4749510720670502
2025-09-02 02:15:00,-0.4495119003605,-0.2140918369529461,0.496941071086763,-0.2439816537315069,2,15,1,245,0.49999999999999994,0.8660254037844387,-0.8800122039735356,-0.4749510720670502
2025-09-02 02:30:00,-0.3324322912378823,-0.1449094439919746,0.3807593865949787,-0.1466925205604987,2,30,1,245,0.49999999999999994,0.8660254037844387,-0.8800122039735356,-0.4749510720670502
2025-09-02 02:45:00,-0.2153526821152647,-0.075727051031003,0.2645777021031944,-0.0494033873894903,2,45,1,245,0.49999999999999994,0.8660254037844387,-0.8800122039735356,-0.4749510720670502
2025-09-02 03:00:00,-0.0982730729926471,-0.0065446580700314,0.1483960176114101,0.0478857457815178,3,0,1,245,0.7071067811865476,0.7071067811865476,-0.8800122039735356,-0.4749510720670502
2025-09-02 03:15:00,0.0188065361299704,0.0626377348909401,0.0322143331196257,0.1451748789525261,3,15,1,245,0.7071067811865476,0.7071067811865476,-0.8800122039735356,-0.4749510720670502
2025-09-02 03:30:00,0.135886145252588,0.1318201278519117,-0.0839673513721585,0.2424640121235345,3,30,1,245,0.7071067811865476,0.7071067811865476,-0.8800122039735356,-0.4749510720670502
2025-09-02 03:45:00,0.2529657543752057,0.2010025208128833,-0.2001490358639429,0.3397531452945428,3,45,1,245,0.7071067811865476,0.7071067811865476,-0.8800122039735356,-0.4749510720670502
2025-09-02 04:00:00,0.3700453634978233,0.2701849137738549,-0.3163307203557273,0.4370422784655512,4,0,1,245,0.8660254037844386,0.5000000000000001,-0.8800122039735356,-0.4749510720670502
2025-09-02 04:15:00,0.4864373791896029,0.3631934210397944,-0.3255981419375731,0.4767781277830324,4,15,1,245,0.8660254037844386,0.5000000000000001,-0.8800122039735356,-0.4749510720670502
2025-09-02 04:30:00,0.6028293948813825,0.4562019283057341,-0.334865563519419,0.5165139771005138,4,30,1,245,0.8660254037844386,0.5000000000000001,-0.8800122039735356,-0.4749510720670502
2025-09-02 04:45:00,0.7192214105731622,0.5492104355716737,-0.3441329851012649,0.5562498264179953,4,45,1,245,0.8660254037844386,0.5000000000000001,-0.8800122039735356,-0.4749510720670502
2025-09-02 05:00:00,0.8356134262649418,0.6422189428376132,-0.3534004066831107,0.5959856757354766,5,0,1,245,0.9659258262890683,0.25881904510252074,-0.8800122039735356,-0.4749510720670502
2025-09-02 05:15:00,0.9520054419567214,0.7352274501035528,-0.3626678282649566,0.6357215250529579,5,15,1,245,0.9659258262890683,0.25881904510252074,-0.8800122039735356,-0.4749510720670502
2025-09-02 05:30:00,1.068397457648501,0.8282359573694924,-0.3719352498468025,0.6754573743704393,5,30,1,245,0.9659258262890683,0.25881904510252074,-0.8800122039735356,-0.4749510720670502
2025-09-02 05:45:00,1.1847894733402806,0.921244464635432,-0.3812026714286483,0.7151932236879206,5,45,1,245,0.9659258262890683,0.25881904510252074,-0.8800122039735356,-0.4749510720670502
2025-09-02 06:00:00,1.1847894733402806,0.921244464635432,-0.3812026714286483,0.7151932236879206,6,0,1,245,1.0,6.123233995736766e-17,-0.8800122039735356,-0.4749510720670502
2025-09-02 06:15:00,1.1283369755922688,0.8748393948153202,-0.3503444013119993,0.414881307402104,6,15,1,245,1.0,6.123233995736766e-17,-0.8800122039735356,-0.4749510720670502
2025-09-02 06:30:00,0.9554924621524774,0.7354258177292691,-0.3102187096135044,0.0748335417988059,6,30,1,245,1.0,6.123233995736766e-17,-0.8800122039735356,-0.4749510720670502
2025-09-02 06:45:00,0.7826479487126858,0.5960122406432178,-0.2700930179150095,-0.2652142238044921,6,45,1,245,1.0,6.123233995736766e-17,-0.8800122039735356,-0.4749510720670502
2025-09-02 07:00:00,0.6098034352728944,0.4565986635571665,-0.2299673262165146,-0.6052619894077901,7,0,1,245,0.9659258262890683,-0.25881904510252063,-0.8800122039735356,-0.4749510720670502
2025-09-02 07:15:00,0.436958921833103,0.3171850864711152,-0.1898416345180197,-0.9453097550110884,7,15,1,245,0.9659258262890683,-0.25881904510252063,-0.8800122039735356,-0.4749510720670502
2025-09-02 07:30:00,0.2641144083933116,0.1777715093850641,-0.1497159428195248,-1.2853575206143864,7,30,1,245,0.9659258262890683,-0.25881904510252063,-0.8800122039735356,-0.4749510720670502
2025-09-02 07:45:00,0.09126989495352,0.0383579322990129,-0.1095902511210299,-1.6254052862176844,7,45,1,245,0.9659258262890683,-0.25881904510252063,-0.8800122039735356,-0.4749510720670502
2025-09-02 08:00:00,-0.0815746184862713,-0.1010556447870383,-0.069464559422535,-1.7857744308067074,8,0,1,245,0.8660254037844387,-0.4999999999999998,-0.8800122039735356,-0.4749510720670502
2025-09-02 08:15:00,-0.1129936430863557,-0.1181119697036032,-0.0668784449770631,-1.7857744308067074,8,15,1,245,0.8660254037844387,-0.4999999999999998,-0.8800122039735356,-0.4749510720670502
2025-09-02 08:30:00,-0.1444126676864401,-0.1351682946201682,-0.0642923305315911,-1.6060958097924325,8,30,1,245,0.8660254037844387,-0.4999999999999998,-0.8800122039735356,-0.4749510720670502
2025-09-02 08:45:00,-0.1758316922865246,-0.1522246195367331,-0.0617062160861192,-1.4264171887781574,8,45,1,245,0.8660254037844387,-0.4999999999999998,-0.8800122039735356,-0.4749510720670502
2025-09-02 09:00:00,-0.2072507168866089,-0.169280944453298,-0.0591201016406473,-1.2467385677638825,9,0,1,245,0.7071067811865476,-0.7071067811865475,-0.8800122039735356,-0.4749510720670502
2025-09-02 09:15:00,-0.2386697414866934,-0.1863372693698629,-0.0565339871951753,-1.0670599467496074,9,15,1,245,0.7071067811865476,-0.7071067811865475,-0.8800122039735356,-0.4749510720670502
2025-09-02 09:30:00,-0.2700887660867778,-0.2033935942864278,-0.0539478727497034,-0.8873813257353325,9,30,1,245,0.7071067811865476,-0.7071067811865475,-0.8800122039735356,-0.4749510720670502
2025-09-02 09:45:00,-0.3015077906868622,-0.2204499192029927,-0.0513617583042314,-0.7077027047210576,9,45,1,245,0.7071067811865476,-0.7071067811865475,-0.8800122039735356,-0.4749510720670502
2025-09-02 10:00:00,-0.3183569508047992,-0.2331552447746249,-0.0487756438587595,-0.5280240837067827,10,0,1,245,0.49999999999999994,-0.8660254037844387,-0.8800122039735356,-0.4749510720670502
2025-09-02 10:15:00,-0.3183569508047992,-0.2331552447746249,-0.0416474827895193,-0.4526533737424718,10,15,1,245,0.49999999999999994,-0.8660254037844387,-0.8800122039735356,-0.4749510720670502
2025-09-02 10:30:00,-0.3037870863226517,-0.2288042454296922,-0.0345193217202791,-0.3772826637781609,10,30,1,245,0.49999999999999994,-0.8660254037844387,-0.8800122039735356,-0.4749510720670502
2025-09-02 10:45:00,-0.2892172218405043,-0.2244532460847595,-0.0273911606510388,-0.30191195381385,10,45,1,245,0.49999999999999994,-0.8660254037844387,-0.8800122039735356,-0.4749510720670502
2025-09-02 11:00:00,-0.2746473573583569,-0.2201022467398267,-0.0202629995817986,-0.2265412438495392,11,0,1,245,0.258819045102521,-0.9659258262890682,-0.8800122039735356,-0.4749510720670502
2025-09-02 11:15:00,-0.2600774928762095,-0.2157512473948939,-0.0131348385125584,-0.1511705338852282,11,15,1,245,0.258819045102521,-0.9659258262890682,-0.8800122039735356,-0.4749510720670502
2025-09-02 11:30:00,-0.2455076283940621,-0.2114002480499613,-0.0060066774433182,-0.0757998239209174,11,30,1,245,0.258819045102521,-0.9659258262890682,-0.8800122039735356,-0.4749510720670502
2025-09-02 11:45:00,-0.2309377639119147,-0.2070492487050285,0.001121483625922,-0.0004291139566066,11,45,1,245,0.258819045102521,-0.9659258262890682,-0.8800122039735356,-0.4749510720670502
2025-09-02 12:00:00,-0.2163678994297673,-0.2026982493600958,0.0082496446951622,0.0749415960077042,12,0,1,245,1.2246467991473532e-16,-1.0,-0.8800122039735356,-0.4749510720670502
2025-09-02 12:15:00,0.045113911364567,0.0233695966943638,0.425092334696143,0.1026292810299801,12,15,1,245,1.2246467991473532e-16,-1.0,-0.8800122039735356,-0.4749510720670502
2025-09-02 12:30:00,0.3065957221589014,0.2494374427488235,0.8419350246971237,0.130316966052256,12,30,1,245,1.2246467991473532e-16,-1.0,-0.8800122039735356,-0.4749510720670502
2025-09-02 12:45:00,0.5680775329532358,0.4755052888032832,1.2587777146981045,0.1580046510745319,12,45,1,245,1.2246467991473532e-16,-1.0,-0.8800122039735356,-0.4749510720670502
2025-09-02 13:00:00,0.8295593437475702,0.7015731348577429,1.675620404699085,0.1856923360968078,13,0,1,245,-0.2588190451025208,-0.9659258262890683,-0.8800122039735356,-0.4749510720670502
2025-09-02 13:15:00,1.0910411545419043,0.9276409809122024,2.092463094700066,0.2133800211190838,13,15,1,245,-0.2588190451025208,-0.9659258262890683,-0.8800122039735356,-0.4749510720670502
2025-09-02 13:30:00,1.352522965336239,1.1537088269666622,2.5093057847010467,0.2410677061413597,13,30,1,245,-0.2588190451025208,-0.9659258262890683,-0.8800122039735356,-0.4749510720670502
2025-09-02 13:45:00,1.6140047761305731,1.3797766730211216,2.9261484747020274,0.2687553911636356,13,45,1,245,-0.2588190451025208,-0.9659258262890683,-0.8800122039735356,-0.4749510720670502
2025-09-02 14:00:00,1.6140047761305731,1.3797766730211216,2.9261484747020274,0.2964430761859115,14,0,1,245,-0.4999999999999997,-0.8660254037844388,-0.8800122039735356,-0.4749510720670502
2025-09-02 14:15:00,1.5789412239922558,1.3541918909515664,2.859903543985893,0.4337228790633529,14,15,1,245,-0.4999999999999997,-0.8660254037844388,-0.8800122039735356,-0.4749510720670502
2025-09-02 14:30:00,1.2823958610596045,1.1025392628275512,2.376815923268777,0.5710026819407942,14,30,1,245,-0.4999999999999997,-0.8660254037844388,-0.8800122039735356,-0.4749510720670502
2025-09-02 14:45:00,0.9858504981269528,0.8508866347035363,1.8937283025516616,0.7082824848182356,14,45,1,245,-0.4999999999999997,-0.8660254037844388,-0.8800122039735356,-0.4749510720670502
2025-09-02 15:00:00,0.6893051351943009,0.5992340065795212,1.4106406818345467,0.845562287695677,15,0,1,245,-0.7071067811865471,-0.7071067811865479,-0.8800122039735356,-0.4749510720670502
2025-09-02 15:15:00,0.3927597722616493,0.3475813784555058,0.9275530611174316,0.9828420905731184,15,15,1,245,-0.7071067811865471,-0.7071067811865479,-0.8800122039735356,-0.4749510720670502
2025-09-02 15:30:00,0.0962144093289977,0.0959287503314906,0.4444654404003161,1.1201218934505597,15,30,1,245,-0.7071067811865471,-0.7071067811865479,-0.8800122039735356,-0.4749510720670502
2025-09-02 15:45:00,-0.200330953603654,-0.1557238777925243,-0.038622180316799,1.257401696328001,15,45,1,245,-0.7071067811865471,-0.7071067811865479,-0.8800122039735356,-0.4749510720670502
2025-09-02 16:00:00,-0.3967800787869049,-0.3301550918370645,-0.521709801033914,1.3903379745758766,16,0,1,245,-0.8660254037844385,-0.5000000000000004,-0.8800122039735356,-0.4749510720670502
2025-09-02 16:15:00,-0.3967800787869049,-0.3301550918370645,-0.6370718463464848,1.3903379745758766,16,15,1,245,-0.8660254037844385,-0.5000000000000004,-0.8800122039735356,-0.4749510720670502
2025-09-02 16:30:00,-0.2966838410375039,-0.2529336777575898,-0.7524338916590558,1.3859944499463108,16,30,1,245,-0.8660254037844385,-0.5000000000000004,-0.8800122039735356,-0.4749510720670502
2025-09-02 16:45:00,-0.196587603288103,-0.175712263678115,-0.8677959369716268,1.381650925316745,16,45,1,245,-0.8660254037844385,-0.5000000000000004,-0.8800122039735356,-0.4749510720670502
2025-09-02 17:00:00,-0.0964913655387021,-0.0984908495986403,-0.9831579822841976,1.3773074006871793,17,0,1,245,-0.9659258262890683,-0.25881904510252063,-0.8800122039735356,-0.4749510720670502
2025-09-02 17:15:00,0.0036048722106987,-0.0212694355191656,-1.0985200275967688,1.3729638760576133,17,15,1,245,-0.9659258262890683,-0.25881904510252063,-0.8800122039735356,-0.4749510720670502
2025-09-02 17:30:00,0.1037011099600997,0.055951978560309,-1.2138820729093396,1.3686203514280475,17,30,1,245,-0.9659258262890683,-0.25881904510252063,-0.8800122039735356,-0.4749510720670502
