utc_time,x_error (m),y_error  (m),z_error (m),satclockerror (m),y_error (m)
2025-09-06 00:59:00,0.140982337,,-0.577171501,0.025395359,0.865999331
2025-09-06 01:01:00,0.013908878,,-0.067289431,0.003878415,0.134659275
2025-09-06 01:11:00,0.019546565,,-0.067408971,0.021328644,0.06171583
2025-09-06 01:21:00,0.059832983,,-0.039315034,0.018774413,0.056043431
2025-09-06 01:31:00,0.011891365,,-0.076481938,0.036224612,0.078088701
2025-09-06 01:41:00,0.035921536,,-0.102250531,0.018774413,0.085725619
2025-09-06 02:00:00,0.015509419,0.791806834,0.168363828,0.03017576,
2025-09-06 02:46:00,-0.167498451,,-0.845665596,0.184572143,0.613771463
2025-09-06 02:51:00,-0.0344739,,-0.103029653,-0.008910731,0.048375752
2025-09-06 03:00:00,-0.182978673,0.941149336,-0.167576488,0.089507895,
2025-09-06 03:01:00,0.019743845,,-0.057545797,-0.008910731,0.017248999
2025-09-06 03:11:00,-0.111109197,,-0.133015411,-0.008910731,0.096914606
2025-09-06 03:21:00,0.000614561,,-0.066873027,-0.008910731,-0.004636142
2025-09-06 03:31:00,0.02598948,,-0.054773212,0.008539498,0.046965871
2025-09-06 03:41:00,-0.088868253,,-0.12737477,0.025989728,0.112274762
2025-09-06 03:51:00,-0.059354763,,-0.106131578,0.005985237,0.051837355
2025-09-06 04:00:00,-0.425624019,0.899042258,-0.642716128,0.421244199,
2025-09-06 04:01:00,-0.160149522,,-0.162567098,0.020881264,0.103794303
2025-09-06 05:00:00,-0.356931278,0.633680437,-0.822042739,0.187504803,
2025-09-06 06:00:00,-0.615293259,0.270688187,-0.848775506,-0.055961629,
2025-09-06 07:00:00,-0.692854449,0.059949629,-0.733184973,-0.179266626,
2025-09-06 10:05:00,-0.563402384,,0.92689308,-0.062804481,-0.149780419
2025-09-06 10:11:00,-0.090801383,,0.111598736,0.028543929,0.010562062
2025-09-06 10:21:00,-0.074041625,,0.054791288,0.008539498,0.012991324
2025-09-06 10:31:00,-0.092052122,,0.092020241,-0.008910731,-0.030021388
2025-09-06 10:41:00,-0.171241526,,0.219488008,-0.028915192,-0.113054205
2025-09-06 10:51:00,-0.082829826,,0.077884307,-0.026360931,-0.063609958
2025-09-06 11:01:00,-0.099391954,,0.168740699,-0.026360931,-0.102043435
2025-09-06 12:14:00,-0.893211817,,0.412232958,-0.027045267,-0.735773809
2025-09-06 12:21:00,-0.064752941,,0.034512933,0.01109373,-0.057521988
2025-09-06 12:31:00,-0.238354216,,0.017611094,0.028543959,-0.13660996
2025-09-06 12:41:00,-0.119778709,,0.089388903,-0.006356499,-0.178298321
2025-09-06 12:51:00,-0.161650727,,-0.016236544,-0.006356499,-0.141935518
2025-09-06 13:01:00,-0.163398676,,0.014648575,-0.006356499,-0.146068916
2025-09-06 14:00:00,0.007015683,-0.812115097,0.457226757,0.787286953,
2025-09-06 14:13:00,-0.942280035,,-0.456633855,-0.079395895,-0.997850567
2025-09-07 06:00:00,0.054012448,0.852508137,-0.660408268,0.116233553,
2025-09-07 07:00:00,-0.10590212,0.721942117,-0.831064874,-0.709572473,
2025-09-07 08:00:00,-0.487995785,0.417763898,-0.787376485,0.073952863,
2025-09-07 09:00:00,-0.666461468,0.342724778,-0.65810753,-0.017972708,
2025-09-07 11:47:00,-2.270492186,0.943558877,0.038751304,0.078469207,
2025-09-07 12:00:00,-0.934727645,0.215925608,0.565364603,1.576007273,
2025-09-07 13:00:00,-0.760390978,0.050845519,0.76846572,-0.04271362,
2025-09-07 13:41:00,-0.036200721,,0.133444638,-0.026360961,0.092313632
2025-09-07 13:51:00,-0.08211185,,0.103968316,-0.026360931,0.074631248
2025-09-07 14:00:00,-0.494502604,-0.202973183,0.799759143,-0.730752601,
2025-09-07 14:01:00,-0.067845948,,0.1039284,-0.006356499,0.076898634
2025-09-07 14:11:00,-0.041462287,,0.137734718,0.01109373,0.051013362
2025-09-07 14:21:00,-0.087296899,,0.165440805,-0.006356499,0.042560622
2025-09-07 14:31:00,-0.130934495,,0.225417065,-0.006356499,0.093202226
2025-09-07 14:41:00,-0.153532878,,0.161266778,-0.00378428,0.063890276
2025-09-07 14:51:00,-0.137262445,,0.132474352,-0.00635647,0.093835443
2025-09-07 15:00:00,-0.457619769,-0.498454589,0.726807801,0.232752299,
2025-09-07 15:01:00,-0.144461568,,0.143217292,-0.006356499,0.122471364
2025-09-07 15:11:00,-0.148846943,,0.151511321,0.01109373,0.04637997
2025-09-07 15:21:00,-0.230035815,,0.18373343,0.0110937,0.106927201
2025-09-07 15:31:00,-0.190977547,,0.118275603,0.008539498,0.07539133
2025-09-07 15:41:00,-0.182637148,,0.136019353,0.025989698,0.058358487
2025-09-07 15:51:00,-0.165731173,,0.132015623,0.008539498,0.044489335
2025-09-07 16:00:00,-0.362948108,-0.790320568,0.422599971,0.265575346,
2025-09-07 16:11:00,-0.408012046,,0.186527543,0.011970533,0.096461339
2025-09-07 17:21:00,-1.012718422,,0.030715656,-0.010453853,0.259928782
2025-09-07 17:31:00,-0.1636406,,0.025637303,0.025989728,0.072720733
2025-09-07 17:41:00,-0.208675927,,-0.029935218,-0.011464963,0.07556681
2025-09-07 17:51:00,-0.178968459,,-0.018625636,-0.011464963,0.083170965
2025-09-07 18:58:00,-0.828410534,,-0.44777637,-0.121140406,0.13012493
2025-09-07 19:01:00,-0.244238015,,-0.148898173,0.008539498,0.052564673
2025-09-07 19:11:00,-0.107488316,,-0.112896048,0.01109373,0.011982635
2025-09-07 20:05:00,-0.565240756,,-0.544015393,-0.014332268,6.22e-05
2025-09-07 20:11:00,-0.206648063,,-0.239932971,0.048566378,-0.001829769
2025-09-07 20:21:00,-0.142795103,,-0.220833858,0.048566378,-0.015222982
2025-09-07 20:31:00,-0.08177105,,-0.098174774,0.01109373,-0.037739679
2025-09-07 20:41:00,-0.154241551,,-0.243364867,0.01109373,-0.017986298
2025-09-07 20:51:00,-0.130916173,,-0.228665477,0.028543929,-0.060018655
2025-09-07 21:01:00,-0.163236763,,-0.245010105,-0.00635647,-0.083755936
2025-09-07 21:11:00,-0.052220766,,-0.118435729,0.025989698,-0.044118311
2025-09-07 21:21:00,-0.114157105,,-0.212642066,0.008539498,-0.082726426
2025-09-07 21:31:00,-0.02066721,,-0.150673048,0.025989698,-0.049403172
2025-09-07 21:41:00,-0.186244344,,-0.182066269,0.005985266,-0.136665341
2025-09-07 21:51:00,-0.123883415,,-0.164790332,-0.011464963,-0.14812921
2025-09-08 22:27:00,-0.147834286,,-0.276914693,-0.02483046,0.930684999
2025-09-08 22:31:00,0.029121075,,0.016111329,0.016220181,0.032545315
2025-09-08 22:41:00,-0.038042733,,-0.056968082,-0.018680278,0.146215316
2025-09-08 22:51:00,0.008932024,,-0.108087491,-0.018680248,0.185868256
2025-09-08 23:01:00,0.00496231,,-0.106956288,-0.033576246,0.068845915
2025-09-08 23:11:00,-0.066798825,,-0.095453959,0.001324183,0.168448284
2025-09-09 00:19:00,-0.232342325,,-0.638417648,0.127971837,0.699369419
2025-09-09 00:21:00,-0.061376698,,-0.108932456,0.018774383,0.082879949
2025-09-09 00:31:00,0.015138865,,-0.094498529,0.03367041,0.052008424
2025-09-09 00:45:00,-0.014519066,,-0.099629695,0.016220181,0.060737919
2025-09-09 00:51:00,-0.068383817,,-0.136220684,0.016220151,0.096658062
2025-09-09 01:01:00,-0.058625311,,-0.119239857,0.03367041,0.055791996
2025-09-09 01:11:00,-0.026879527,,-0.113350419,-0.001230048,0.069938775
2025-09-09 02:19:00,-0.636121493,,-0.688271763,0.081995666,0.165005375
2025-09-09 02:21:00,-0.029576071,,-0.031551957,0.028543929,0.037743051
2025-09-09 02:31:00,-0.043833781,,-0.075683584,-0.006356499,0.007338881
2025-09-09 07:17:00,-0.671957055,,0.788631305,-0.066664939,-0.13543136
2025-09-09 07:21:00,-0.027793797,,0.011779573,-0.011464963,-0.017494865
2025-09-09 07:31:00,-0.067524446,,0.056111248,-0.008910701,0.046657521
2025-09-09 07:41:00,-0.059895258,,0.016548015,-0.008910731,0.019597091
2025-09-09 07:51:00,-0.068491114,,0.082892074,-0.026360961,-0.006634057
2025-09-09 08:01:00,-0.091693243,,0.089440134,-0.008910701,-0.016479865
2025-09-09 08:11:00,-0.015437551,,0.03892089,-0.008910731,0.032966163
2025-09-09 08:21:00,-0.121701119,,0.170589936,-0.008910731,-0.068245493
2025-09-09 08:31:00,-0.074666684,,0.129781642,-0.008910731,-0.062196385
2025-09-09 08:41:00,-0.068207474,,0.123875941,-0.026360931,-0.079686783
2025-09-09 08:51:00,-0.070588578,,0.164463204,-0.008910731,-0.105716322
2025-09-09 09:01:00,-0.139956217,,0.167015402,0.008539498,-0.108001102
2025-09-09 09:11:00,-0.071906816,,0.130012425,0.008539468,-0.140865732
2025-09-09 09:21:00,-0.067492781,,0.15982517,0.008539498,-0.169500746
2025-09-09 09:31:00,-0.116816433,,0.131650861,-0.008910731,-0.176545456
2025-09-09 09:41:00,-0.037415668,,0.156894337,-0.008910701,-0.181619123
2025-09-09 09:51:00,-0.08473658,,0.099962475,0.025989698,-0.156930279
2025-09-09 10:46:00,-0.299352111,,0.331300315,0.042697461,-0.69893685
2025-09-09 10:51:00,-0.023785245,,0.043384634,-0.026360961,-0.110486342
2025-09-09 11:01:00,-0.055009611,,-0.001801237,-0.023806699,-0.078044552
2025-09-09 11:11:00,-0.065203913,,0.010225292,-0.006356499,-0.069992254
2025-09-09 11:21:00,-0.092393743,,-0.013661429,-0.006356499,-0.083031278
2025-09-09 11:31:00,-0.038481459,,0.020779736,-0.006356499,-0.027932729
2025-09-09 11:41:00,-0.004810769,,0.05240944,-0.02123448,-0.092135196
